obs,x
2018-11-02,111174
2018-11-03,39971
2018-11-04,162909
2018-11-05,122781
2018-11-06,259258
2018-11-07,130969
2018-11-08,158204
2018-11-09,168923
2018-11-10,72521
2018-11-11,334677
2018-11-12,176408
2018-11-13,163079
2018-11-14,178124
2018-11-15,163266
2018-11-16,131638
2018-11-17,45814
2018-11-18,221531
2018-11-19,171664
2018-11-20,209970
2018-11-21,224714
2018-11-22,200537
2018-11-23,300912
2018-11-24,88204
2018-11-25,311334
2018-11-26,221085
2018-11-27,132239
2018-11-28,148881
2018-11-29,150635
2018-11-30,137380
2018-12-01,50686
2018-12-02,204589
2018-12-03,168063
2018-12-04,197551
2018-12-05,173766
2018-12-06,155898
2018-12-07,139995
2018-12-08,55556
2018-12-09,243195
2018-12-10,197613
2018-12-11,171667
2018-12-12,181497
2018-12-13,181067
2018-12-14,167560
2018-12-15,61472
2018-12-16,264331
2018-12-17,195605
2018-12-18,179594
2018-12-19,156930
2018-12-20,135472
2018-12-21,99923
2018-12-22,32723
2018-12-23,0
2018-12-24,0
2018-12-25,0
2018-12-26,209043
2018-12-27,95443
2018-12-28,97487
2018-12-29,34891
2018-12-30,0
2018-12-31,0
2019-01-01,223799
2019-01-02,105407
2019-01-03,112348
2019-01-04,108222
2019-01-05,34130
2019-01-06,164525
2019-01-07,124732
2019-01-08,107906
2019-01-09,48581
