obs,x
1989-11-22,2000.66
1989-11-29,2011.65
1989-12-06,2038.83
1989-12-13,2061.98
1989-12-20,2004.14
1989-12-27,2037.45
1990-01-03,2091.48
1990-01-10,2031.43
1990-01-17,1975.81
1990-01-24,1931.19
1990-01-31,1919.13
1990-02-07,1948.84
1990-02-14,1937.21
1990-02-21,1914.59
1990-02-28,1935.73
1990-03-07,1964.28
1990-03-14,1963.33
1990-03-21,1975.38
1990-03-28,1985.43
1990-04-04,1980.57
1990-04-11,1983.31
1990-04-18,1976.55
1990-04-25,1927.59
1990-05-02,1938.59
1990-05-09,1982.47
1990-05-16,2042.21
1990-05-23,2070.87
1990-05-30,2080.38
1990-06-06,2105.76
1990-06-13,2104.17
1990-06-20,2070.76
1990-06-27,2049.93
1990-07-04,2056.06
1990-07-11,2084.19
1990-07-18,2112.95
1990-07-25,2062.93
1990-08-01,2055.32
1990-08-08,1960.37
1990-08-15,1972.42
1990-08-22,1842.16
1990-08-29,1879.8
1990-09-05,1881.38
1990-09-12,1872.5
1990-09-19,1838.88
1990-09-26,1771.31
1990-10-03,1805.99
1990-10-10,1744.35
1990-10-17,1729.76
1990-10-24,1803.88
1990-10-31,1757.04
1990-11-07,1770.78
1990-11-14,1847.02
1990-11-21,1826.4
1990-11-28,1838.88
1990-12-05,1904.43
1990-12-12,1905.91
1990-12-19,1906.97
1990-12-26,1909.62
1991-01-02,1888.68
1991-01-09,1807.79
1991-01-16,1829.26
1991-01-23,1904.96
1991-01-30,1966.93
1991-02-06,2065.9
1991-02-13,2127.22
1991-02-20,2106.92
1991-02-27,2122.57
1991-03-06,2173.22
1991-03-13,2163.39
1991-03-20,2128.6
1991-03-27,2171
1991-04-03,2192.99
1991-04-10,2161.48
1991-04-17,2254.43
1991-04-24,2211.71
1991-05-01,2199.65
1991-05-08,2190.14
1991-05-15,2136.95
1991-05-22,2177.55
1991-05-29,2214.03
1991-06-05,2229.79
1991-06-12,2184.32
1991-06-19,2175.86
1991-06-26,2152.18
1991-07-03,2162.01
1991-07-10,2176.81
1991-07-17,2210.86
1991-07-24,2196.06
1991-07-31,2245.23
1991-08-07,2260.13
1991-08-14,2258.87
1991-08-21,2261.62
1991-08-28,2296.3
1991-09-04,2262.25
1991-09-11,2233.28
1991-09-18,2244.06
1991-09-25,2247.23
1991-10-02,2258.55
1991-10-09,2198.81
1991-10-16,2284.45
1991-10-23,2260.77
1991-10-30,2289
1991-11-06,2276.52
1991-11-13,2319.56
1991-11-20,2214.46
1991-11-27,2201.66
1991-12-04,2221.86
1991-12-11,2204.94
1991-12-18,2235.71
1991-12-25,2353.82
1992-01-01,2423.18
1992-01-08,2434.39
1992-01-15,2451.41
1992-01-22,2433.97
1992-01-29,2396.43
1992-02-05,2420.01
1992-02-12,2437.67
1992-02-19,2388.08
1992-02-26,2423.82
1992-03-04,2396.64
1992-03-11,2363.76
1992-03-18,2389.03
1992-03-25,2383.21
1992-04-01,2362.38
1992-04-08,2304.23
1992-04-15,2422.97
1992-04-22,2383.53
1992-04-29,2395.8
1992-05-06,2427.31
1992-05-13,2426.04
1992-05-20,2420.75
1992-05-27,2401.82
1992-06-03,2417.68
1992-06-10,2372.32
1992-06-17,2341.55
1992-06-24,2345.36
1992-07-01,2397.59
1992-07-08,2384.27
1992-07-15,2423.5
1992-07-22,2391.04
1992-07-29,2452.58
1992-08-05,2456.17
1992-08-12,2431.85
1992-08-19,2436.29
1992-08-26,2405.31
1992-09-02,2432.06
1992-09-09,2422.44
1992-09-16,2443.27
1992-09-23,2425.83
1992-09-30,2426.25
1992-10-07,2356.25
1992-10-14,2383.21
1992-10-21,2417.15
1992-10-28,2441.58
1992-11-04,2429.74
1992-11-11,2459.24
1992-11-18,2462.3
1992-11-25,2496.78
1992-12-02,2503.22
1992-12-09,2531.77
1992-12-16,2508.72
1992-12-23,2548.27
1992-12-30,2549.96
1993-01-06,2528.71
1993-01-13,2517.82
1993-01-20,2525.96
1993-01-27,2553.03
1993-02-03,2605.9
1993-02-10,2600.4
1993-02-17,2524.37
1993-02-24,2564.13
1993-03-03,2616.05
1993-03-10,2657.81
1993-03-17,2615.2
1993-03-24,2610.76
1993-03-31,2637.3
1993-04-07,2583.37
1993-04-14,2619.43
1993-04-21,2591.3
1993-04-28,2557.79
1993-05-05,2598.18
1993-05-12,2601.77
1993-05-19,2610.23
1993-05-26,2642.38
1993-06-02,2646.29
1993-06-09,2598.71
1993-06-16,2607.48
1993-06-23,2589.72
1993-06-30,2633.92
1993-07-07,2597.75
1993-07-14,2636.56
1993-07-21,2618.06
1993-07-28,2620.8
1993-08-04,2632.12
1993-08-11,2643.33
1993-08-18,2673.78
1993-08-25,2700
1993-09-01,2716.18
1993-09-08,2676.85
1993-09-15,2703.39
1993-09-22,2678.01
1993-09-29,2702.65
1993-10-06,2709.62
1993-10-13,2714.81
1993-10-20,2730.98
1993-10-27,2722.31
1993-11-03,2712.16
1993-11-10,2712.9
1993-11-17,2715.44
1993-11-24,2697.68
1993-12-01,2699.16
1993-12-08,2727.71
1993-12-15,2700.85
1993-12-22,2729.61
1993-12-29,2756.25
1994-01-05,2741.87
1994-01-12,2774.23
1994-01-19,2780.36
1994-01-26,2773.07
1994-02-02,2830.69
1994-02-09,2779.83
1994-02-16,2776.13
1994-02-23,2761.12
1994-03-02,2722.42
1994-03-09,2736.27
1994-03-16,2752.77
1994-03-23,2752.13
1994-03-30,2615.31
1994-04-06,2629.26
1994-04-13,2616.58
1994-04-20,2586.97
1994-04-27,2634.23
1994-05-04,2651.36
1994-05-11,2585.38
1994-05-18,2651.15
1994-05-25,2665.21
1994-06-01,2673.57
1994-06-08,2676
1994-06-15,2687.21
1994-06-22,2643.12
1994-06-29,2608.75
1994-07-06,2606.85
1994-07-13,2620.7
1994-07-20,2640.26
1994-07-27,2641.74
1994-08-03,2691.86
1994-08-10,2687.84
1994-08-17,2711.1
1994-08-24,2734.47
1994-08-31,2770.21
1994-09-07,2746.84
1994-09-14,2733.1
1994-09-21,2693.23
1994-09-28,2710.79
1994-10-05,2647.24
1994-10-12,2710.58
1994-10-19,2731.41
1994-10-26,2684.78
1994-11-02,2706.66
1994-11-09,2696.41
1994-11-16,2693.23
1994-11-23,2603.04
1994-11-30,2626.62
1994-12-07,2610.13
1994-12-14,2625.77
1994-12-21,2653.37
1994-12-28,2657.07
1995-01-04,2658.87
1995-01-11,2661.62
1995-01-18,2706.56
1995-01-25,2690.06
1995-02-01,2706.88
1995-02-08,2766.83
1995-02-15,2782.9
1995-02-22,2781.31
1995-03-01,2788.93
1995-03-08,2766.09
1995-03-15,2814.2
1995-03-22,2831.65
1995-03-29,2874.36
1995-04-05,2891.7
1995-04-12,2897.63
1995-04-19,2883.67
1995-04-26,2923.53
1995-05-03,2960.01
1995-05-10,2986.13
1995-05-17,2997.86
1995-05-24,3002.73
1995-05-31,3028.74
1995-06-07,3034.24
1995-06-14,3048.94
1995-06-21,3083.41
1995-06-28,3084.15
1995-07-05,3100.32
1995-07-12,3171.38
1995-07-19,3118.3
1995-07-26,3174.97
1995-08-02,3173.81
1995-08-09,3172.75
1995-08-16,3170.43
1995-08-23,3161.65
1995-08-30,3186.92
1995-09-06,3239.69
1995-09-13,3281.87
1995-09-20,3323.64
1995-09-27,3291.81
1995-10-04,3296.25
1995-10-11,3283.25
1995-10-18,3323.22
1995-10-25,3285.36
1995-11-01,3288.64
1995-11-08,3336.54
1995-11-15,3346.27
1995-11-22,3380.53
1995-11-29,3425.78
1995-12-06,3498.11
1995-12-13,3501.7
1995-12-20,3421.76
1995-12-27,3469.56
1996-01-03,3517.14
1996-01-10,3398.5
1996-01-17,3439.53
1996-01-24,3507.52
1996-01-31,3595.39
1996-02-07,3661.89
1996-02-14,3693.93
1996-02-21,3654.92
1996-02-28,3643.92
1996-03-06,3695.31
1996-03-13,3614.74
1996-03-20,3681.77
1996-03-27,3680.61
1996-04-03,3719.94
1996-04-10,3604.9
1996-04-17,3643.28
1996-04-24,3689.81
1996-05-01,3716.98
1996-05-08,3658.3
1996-05-15,3771.02
1996-05-22,3845.56
1996-05-29,3790.05
1996-06-05,3842.28
1996-06-12,3792.59
1996-06-19,3757.06
1996-06-26,3762.87
1996-07-03,3810.46
1996-07-10,3719.31
1996-07-17,3596.13
1996-07-24,3553.51
1996-07-31,3623.62
1996-08-07,3747.65
1996-08-14,3739.29
1996-08-21,3765.41
1996-08-28,3772.6
1996-09-04,3725.87
1996-09-11,3785.4
1996-09-18,3842.92
1996-09-25,3862.58
1996-10-02,3917.99
1996-10-09,3926.55
1996-10-16,3960.18
1996-10-23,3974.77
1996-10-30,3941.04
1996-11-06,4055.55
1996-11-13,4091.08
1996-11-20,4153.36
1996-11-27,4202.85
1996-12-04,4157.91
1996-12-11,4118.89
1996-12-18,4072.68
1996-12-25,4185.51
1997-01-01,4118.79
1997-01-08,4179.27
1997-01-15,4282.78
1997-01-22,4364.84
1997-01-29,4293.89
1997-02-05,4321.91
1997-02-12,4439.7
1997-02-19,4499.86
1997-02-26,4463.59
1997-03-05,4448.05
1997-03-12,4478.4
1997-03-19,4373.19
1997-03-26,4392.01
1997-04-02,4180.54
1997-04-09,4232.56
1997-04-16,4248
1997-04-23,4279.29
1997-04-30,4408.61
1997-05-07,4493.31
1997-05-14,4605.92
1997-05-21,4612.37
1997-05-28,4648.85
1997-06-04,4654.34
1997-06-11,4795.19
1997-06-18,4899.97
1997-06-25,4894.58
1997-07-02,4987.73
1997-07-09,5001.69
1997-07-16,5130.8
1997-07-23,5133.65
1997-07-30,5218.88
1997-08-06,5255.14
1997-08-13,5058.68
1997-08-20,5135.66
1997-08-27,5033.62
1997-09-03,5114.62
1997-09-10,5082.05
1997-09-17,5215.07
1997-09-24,5226.28
1997-10-01,5298.28
1997-10-08,5388.06
1997-10-15,5359.72
1997-10-22,5379.91
1997-10-29,5106.37
1997-11-05,5242.14
1997-11-12,5042.93
1997-11-19,5222.37
1997-11-26,5258.42
1997-12-03,5394.19
1997-12-10,5368.28
1997-12-17,5356.55
1997-12-24,5205.66
1997-12-31,5405.19
1998-01-07,5352.21
1998-01-14,5301.14
1998-01-21,5370.4
1998-01-28,5384.36
1998-02-04,5536.19
1998-02-11,5612.01
1998-02-18,5680.53
1998-02-25,5713.83
1998-03-04,5756.97
1998-03-11,5892.74
1998-03-18,5980.71
1998-03-25,6056.21
1998-04-01,6094.8
1998-04-08,6065.94
1998-04-15,6162.05
1998-04-22,6192.19
1998-04-29,6009.05
1998-05-06,6075.35
1998-05-13,6124.3
1998-05-20,6118.28
1998-05-27,5962.84
1998-06-03,5936.41
1998-06-10,6073.23
1998-06-17,6012.75
1998-06-24,6102.95
1998-07-01,6191.98
1998-07-08,6284.5
1998-07-15,6296.55
1998-07-22,6225.92
1998-07-29,5999.75
1998-08-05,5752.22
1998-08-12,5767.55
1998-08-19,5816.08
1998-08-26,5705.16
1998-09-02,5230.08
1998-09-09,5292.89
1998-09-16,5477.72
1998-09-23,5571.83
1998-09-30,5334.13
1998-10-07,5124.88
1998-10-14,5254.93
1998-10-21,5597.73
1998-10-28,5579.23
1998-11-04,5869.9
1998-11-11,5851.08
1998-11-18,5957.87
1998-11-25,6143.76
1998-12-02,6045.95
1998-12-09,6077.67
1998-12-16,5951.85
1998-12-23,6227.4
1998-12-30,6283.65
1999-01-06,6460.66
1999-01-13,6246.11
1999-01-20,6302.9
1999-01-27,6218.2
1999-02-03,6329.22
1999-02-10,6118.07
1999-02-17,6136.46
1999-02-24,6255.1
1999-03-03,6159.73
1999-03-10,6412.76
1999-03-17,6456.85
1999-03-24,6308.18
1999-03-31,6382.2
1999-04-07,6515.85
1999-04-14,6615.67
1999-04-21,6700.68
1999-04-28,6770.57
1999-05-05,6772.9
1999-05-12,6848.39
1999-05-19,6762.32
1999-05-26,6606.89
1999-06-02,6561
1999-06-09,6653.84
1999-06-16,6684.4
1999-06-23,6669.38
1999-06-30,6853.15
1999-07-07,6941.34
1999-07-14,6924.74
1999-07-21,6846.28
1999-07-28,6771.42
1999-08-04,6497.13
1999-08-11,6452.3
1999-08-18,6594.31
1999-08-25,6766.76
1999-09-01,6527.06
1999-09-08,6575.49
1999-09-15,6433.8
1999-09-22,6356.5
1999-09-29,6198.74
1999-10-06,6448.92
1999-10-13,6260.6
1999-10-20,6278.58
1999-10-27,6324.57
1999-11-03,6571.15
1999-11-10,6651.09
1999-11-17,6814.88
1999-11-24,6763.28
1999-12-01,6711.89
1999-12-08,6707.02
1999-12-15,6681.86
1999-12-22,6705.44
1999-12-29,6830.95
2000-01-05,6567.03
2000-01-12,6766.55
2000-01-19,6823.97
2000-01-26,6644.85
2000-02-02,6618.42
2000-02-09,6523.78
2000-02-16,6396.79
2000-02-23,6224.02
2000-03-01,6338.74
2000-03-08,6251.51
2000-03-15,6397.32
2000-03-22,6801.45
2000-03-29,6866.16
2000-04-05,6878.53
2000-04-12,6917.86
2000-04-19,6696.03
2000-04-26,6918.5
2000-05-03,6681.65
2000-05-10,6644.11
2000-05-17,6883.29
2000-05-24,6716.22
2000-05-31,6805.25
2000-06-07,6935.1
2000-06-14,6944.09
2000-06-21,6862.14
2000-06-28,6811.7
2000-07-05,6819
2000-07-12,6990.61
2000-07-19,6946.41
2000-07-26,6818.05
2000-08-02,6876.2
2000-08-09,6984.69
2000-08-16,7044.75
2000-08-23,7107.87
2000-08-30,7089.26
2000-09-06,7131.56
2000-09-13,7139.59
2000-09-20,6913.53
2000-09-27,6936.9
2000-10-04,7033.01
2000-10-11,6771.63
2000-10-18,6609.74
2000-10-25,6730.18
2000-11-01,7026.24
2000-11-08,6997.69
2000-11-15,6884.45
2000-11-22,6624.02
2000-11-29,6739.91
2000-12-06,6827.67
2000-12-13,6907.82
2000-12-20,6608.26
2000-12-27,6911.62
2001-01-03,6968.83
2001-01-10,6802.4
2001-01-17,6852.41
2001-01-24,6939.12
2001-01-31,7017.15
2001-02-07,6974.43
2001-02-14,6894.39
2001-02-21,6658.7
2001-02-28,6629.09
2001-03-07,6721.83
2001-03-14,6278.26
2001-03-21,6081.38
2001-03-28,6239.14
2001-04-04,6055.68
2001-04-11,6291.37
2001-04-18,6619.37
2001-04-25,6592.72
2001-05-02,6754.82
2001-05-09,6727.96
2001-05-16,6901.79
2001-05-23,6903.59
2001-05-30,6747.2
2001-06-06,6820.58
2001-06-13,6690.21
2001-06-20,6614.08
2001-06-27,6513.42
2001-07-04,6565.23
2001-07-11,6378.29
2001-07-18,6508.45
2001-07-25,6411.06
2001-08-01,6525.58
2001-08-08,6390.97
2001-08-15,6406.62
2001-08-22,6362.95
2001-08-29,6275.83
2001-09-05,6222.32
2001-09-12,6006.72
2001-09-19,5597.52
2001-09-26,5546.56
2001-10-03,5880.58
2001-10-10,5919.91
2001-10-17,5899.3
2001-10-24,5890.41
2001-10-31,5776.85
2001-11-07,6010.95
2001-11-14,6127.27
2001-11-21,6128.11
2001-11-28,6082.01
2001-12-05,6252.46
2001-12-12,6084.02
2001-12-19,6186.9
2001-12-26,6224.02
2002-01-02,6244.21
2002-01-09,6207.41
2002-01-16,6081.59
2002-01-23,6107.6
2002-01-30,6032.74
2002-02-06,5898.13
2002-02-13,6091.42
2002-02-20,6017.93
2002-02-27,6124.3
2002-03-06,6377.12
2002-03-13,6348.36
2002-03-20,6369.3
2002-03-27,6342.65
2002-04-03,6245.69
2002-04-10,6315.9
2002-04-17,6275.3
2002-04-24,6144.71
2002-05-01,6136.46
2002-05-08,6124.52
2002-05-15,6127.9
2002-05-22,6100.83
2002-05-29,6030.2
2002-06-05,5920.87
2002-06-12,5779.18
2002-06-19,5797.79
2002-06-26,5543.28
2002-07-03,5426.86
2002-07-10,5254.51
2002-07-17,5121.28
2002-07-24,4791.49
2002-07-31,5195.61
2002-08-07,5007.08
2002-08-14,5223.32
2002-08-21,5379.7
2002-08-28,5243.09
2002-09-04,5118
2002-09-11,5205.76
2002-09-18,4987.52
2002-09-25,4811.89
2002-10-02,4762.09
2002-10-09,4452.49
2002-10-16,4888.34
2002-10-23,5059
2002-10-30,5027.28
2002-11-06,5182.29
2002-11-13,4958.02
2002-11-20,5122.23
2002-11-27,5247.64
2002-12-04,5155.43
2002-12-11,5105.21
2002-12-18,5037.96
2002-12-25,5036.59
2003-01-01,5146
2003-01-08,5124.19
2003-01-15,5171.45
2003-01-22,4962.98
2003-01-29,4865.96
2003-02-05,4807.86
2003-02-12,4649.71
2003-02-19,4763.45
2003-02-26,4653.98
2003-03-05,4673.75
2003-03-12,4486.7
2003-03-19,4845.37
2003-03-26,4843.98
2003-04-02,4897.97
2003-04-09,4870.57
2003-04-16,4932.6
2003-04-23,5135.12
2003-04-30,5131.56
2003-05-07,5226.7
2003-05-14,5279.47
2003-05-21,5223.22
2003-05-28,5377.73
2003-06-04,5558.42
2003-06-11,5646.77
2003-06-18,5706.06
2003-06-25,5523.35
2003-07-02,5590.55
2003-07-09,5617.17
2003-07-16,5552.51
2003-07-23,5538.62
2003-07-30,5557.53
2003-08-06,5460.91
2003-08-13,5569.62
2003-08-20,5645.14
2003-08-27,5605.73
2003-09-03,5759.8
2003-09-10,5708.23
2003-09-17,5787.09
2003-09-24,5712.62
2003-10-01,5768.32
2003-10-08,5855.34
2003-10-15,5935.61
2003-10-22,5858.13
2003-10-29,5952.39
2003-11-05,5966.58
2003-11-12,6018.94
2003-11-19,5967.13
2003-11-26,6068.77
2003-12-03,6142.78
2003-12-10,6108.65
2003-12-17,6215.99
2003-12-24,6332.45
2003-12-31,6440.3
2004-01-07,6525.3
2004-01-14,6559.81
2004-01-21,6658.32
2004-01-28,6555.97
2004-02-04,6526.1
2004-02-11,6751.05
2004-02-18,6719.14
2004-02-25,6670.27
2004-03-03,6718.33
2004-03-10,6591.72
2004-03-17,6567.72
2004-03-24,6375.67
2004-03-31,6599.06
2004-04-07,6675.4
2004-04-14,6551.17
2004-04-21,6546.77
2004-04-28,6500.21
2004-05-05,6554.02
2004-05-12,6311.14
2004-05-19,6287.16
2004-05-26,6435.14
2004-06-02,6506.34
2004-06-09,6525.52
2004-06-16,6535.37
2004-06-23,6602.34
2004-06-30,6602.99
2004-07-07,6518.71
2004-07-14,6488.8
2004-07-21,6390.21
2004-07-28,6357.77
2004-08-04,6385.06
2004-08-11,6278.6
2004-08-18,6386.73
2004-08-25,6431.79
2004-09-01,6469.86
2004-09-08,6534.09
2004-09-15,6546.32
2004-09-22,6548.56
2004-09-29,6560.68
2004-10-06,6717.43
2004-10-13,6556.53
2004-10-20,6539.48
2004-10-27,6665.87
2004-11-03,6787.4
2004-11-10,6891.22
2004-11-17,7013.46
2004-11-24,7016.35
2004-12-01,7097.32
2004-12-08,7029.97
2004-12-15,7159.65
2004-12-22,7190.14
2004-12-29,7242.24
2005-01-05,7055.21
2005-01-12,7075.64
2005-01-19,7059.27
2005-01-26,7046.4
2005-02-02,7169.39
2005-02-09,7161.99
2005-02-16,7306.76
2005-02-23,7243.28
2005-03-02,7343.14
2005-03-09,7354.74
2005-03-16,7264.47
2005-03-23,7127.18
2005-03-30,7158.5
2005-04-06,7191.18
2005-04-13,7133.99
2005-04-20,6937.6
2005-04-27,7010.21
2005-05-04,7124.69
2005-05-11,7079.86
2005-05-18,7113.12
2005-05-25,7129.24
2005-06-01,7190.65
2005-06-08,7180.57
2005-06-15,7256.39
2005-06-22,7320.09
2005-06-29,7262.31
2005-07-06,7251.87
2005-07-13,7400.83
2005-07-20,7453.41
2005-07-27,7465.44
2005-08-03,7566.54
2005-08-10,7528.39
2005-08-17,7461.77
2005-08-24,7417.42
2005-08-31,7496.09
2005-09-07,7625.24
2005-09-14,7577.29
2005-09-21,7515.02
2005-09-28,7575.1
2005-10-05,7436.36
2005-10-12,7322.74
2005-10-19,7363.07
2005-10-26,7334.77
2005-11-02,7509.82
2005-11-09,7500.99
2005-11-16,7518.98
2005-11-23,7743.34
2005-11-30,7645.28
2005-12-07,7731.28
2005-12-14,7852.18
2005-12-21,7806.75
2005-12-28,7795.76
2006-01-04,7962.94
2006-01-11,8063.51
2006-01-18,7953.01
2006-01-25,7969.49
2006-02-01,8112.22
2006-02-08,7974.91
2006-02-15,8019.76
2006-02-22,8128.2
2006-03-01,8130.63
2006-03-08,8026.09
2006-03-15,8236.69
2006-03-22,8255.88
2006-03-29,8249.38
2006-04-05,8369.17
2006-04-12,8220.55
2006-04-19,8431.25
2006-04-26,8429.86
2006-05-03,8497.23
2006-05-10,8631.59
2006-05-17,8199.38
2006-05-24,8062.93
2006-05-31,8189.11
2006-06-07,8037.06
2006-06-14,7780.33
2006-06-21,7953.46
2006-06-28,7929.7
2006-07-05,8163.94
2006-07-12,8113.18
2006-07-19,8076.65
2006-07-26,8164.26
